time,gt_x,gt_y,linear_x,linear_y,bayesian_x,bayesian_y,particle_x,particle_y,error_linear,error_bayesian,error_particle
19.22078,2.090368,0.845053,0.2838908185277318,-0.714013430066587,70.16913866720148,-147.70108225172046,71.83675864213564,-148.8333188544525,9.765959552731106,2170.287557341058,2162.5741079920435
19.264277,2.090368,0.845053,0.28150415629335035,-0.7147230165851126,70.56187061082068,-148.4210136098648,72.14672872549455,-149.6095112275931,9.793723896616552,2180.721346648078,2172.9581532342318
19.315194,2.090368,0.845053,0.28302569583779835,-0.7153734605647651,70.81102517596564,-149.18117080493198,72.46048547519428,-150.3862170657683,9.823854818541912,2191.13871334222,2183.3754407521205
19.358727,2.090368,0.845053,0.28442367034789123,-0.7146576286481394,71.17509403561564,-149.96469359228217,72.77561543496132,-151.1613514868309,9.850488469860712,2201.566084077586,2193.8187442898607
19.409581,2.090368,0.845053,0.28424285648529607,-0.7159647715077083,71.4337840350957,-150.73974646861197,73.0896663214592,-151.93884277267455,9.879509993415864,2212.046057227477,2204.2928787511587
19.453109,2.090368,0.845053,0.2852304421091726,-0.7170710258619778,71.73190894045312,-151.53551632349235,73.40534637078557,-152.71732589944656,9.904791908852845,2222.595784658692,2214.791219437367
19.496733,2.090368,0.845053,0.28124783338437126,-0.7184844146849303,72.1073829753442,-152.32719174173982,73.71432669927576,-153.497280598241,9.931485608000918,2233.1513545903754,2225.316155161718
19.540623,2.090368,0.845053,0.2824451905426732,-0.716865212294024,72.35576820499148,-153.09567240143116,74.02726299386056,-154.27390168282122,9.953213472645686,2243.706850084482,2235.861838274371
19.591601,2.090368,0.845053,0.2799094853737559,-0.7149310669021994,72.69728152923835,-153.91522592145768,74.33570627340296,-155.04831584489474,9.97412118910048,2254.2688032872347,2246.4276238940715
19.635191,2.090368,0.845053,0.2767109169639725,-0.7136875951227216,72.97761208922327,-154.678209250926,74.64041130498919,-155.821738531283,9.998207589310299,2264.902510635717,2257.019059286188
19.679207,2.090368,0.845053,0.2738012347948169,-0.7119173318489911,73.23608708269023,-155.38677828725284,74.94230340433577,-156.59306487577328,10.019786715042693,2275.527677537365,2267.630905330224
19.730396,2.090368,0.845053,0.2715665765869803,-0.7109761977663773,73.56332648850075,-156.188856556553,75.24226451738211,-157.36378030093022,10.042912194127082,2286.214900708416,2278.2669610662133
19.774076,2.090368,0.845053,0.26944692959257677,-0.7095261733605513,73.87639565313471,-156.95697110215664,75.54008328072355,-158.13262967124342,10.065115718194853,2296.866673415684,2288.92485322972
19.824889,2.639934,0.866901,0.2671561788911405,-0.707601225292401,74.16588384925738,-157.7412801627047,75.83550753879008,-158.8992051466505,10.204474917350227,2307.573184914985,2299.5893682644937
19.86843,2.639934,0.866901,0.26481686745152905,-0.7059078632176625,74.42575967304901,-158.45747453223922,76.12848173317228,-159.6641101513501,10.22678305038843,2318.3209141425705,2310.2925868083707
19.91921,2.639934,0.866901,0.26121357628838526,-0.7041821187772151,74.72372145824997,-159.24754673182258,76.41711830379845,-160.4271632760784,10.249741390245855,2329.022876110827,2321.0189233158394
19.962797,2.639934,0.866901,0.2574901174408774,-0.7030505671264417,75.02949064189178,-159.95585236926254,76.70186337434679,-161.1893213884063,10.273684734781774,2339.7675732367966,2331.7696781772474
20.013582,2.639934,0.866901,0.25461644127209504,-0.7007093373025781,75.29332394631402,-160.71519029370177,76.98404611946124,-161.94842936522983,10.29805870965804,2350.535515899583,2342.545535228126
20.057081,2.639934,0.866901,0.2532189607587436,-0.698093852396346,75.58549802973029,-161.5314815873131,77.26566609757457,-162.70467544809773,10.323640671510043,2361.3952774569307,2353.348643954252
20.100833,2.639934,0.866901,0.2519498067208396,-0.6979800604842048,75.87155428809517,-162.27849024880842,77.54607968740842,-163.46207116778692,10.351942486054018,2372.26714331591,2364.1823488217765
20.147939,2.639934,0.866901,0.24824973214047635,-0.700601511376769,76.1122504050293,-163.07510674923827,77.82154002986134,-164.22362376436269,10.379147587199599,2383.155869536545,2375.0419841888915
20.191768,2.639934,0.866901,0.2444997937170456,-0.7021974972318766,76.40913237657197,-163.74487240348853,78.09306139052677,-164.9862635252979,10.406551559784997,2394.059211748002,2385.929243702667
20.236386,2.639934,0.866901,0.24550754971269825,-0.7020862124346603,76.62306019793475,-164.56458126041915,78.36814196905075,-165.7478536940047,10.432271742884364,2404.9799546915747,2396.843285569576
20.28025,2.639934,0.866901,0.24529864216713326,-0.7039448744963112,76.91515839890769,-165.27627621248587,78.64244805063018,-166.5123326248403,10.4587251493865,2415.93948138223,2407.784742252312
20.324208,2.639934,0.866901,0.2468962007956362,-0.7052395795011442,77.2349487811643,-166.04511383641702,78.91942490516826,-167.27787626702462,10.483761409819579,2426.932961815492,2418.751947116962
20.371466,2.639934,0.866901,0.2470911556607276,-0.7070488754830114,77.41680223682435,-166.8027942620443,79.19591668320192,-168.04552955419786,10.505449352928872,2437.9079178794404,2429.7394058984523
20.415318,2.639934,0.866901,0.2449430338553909,-0.7091221397751016,77.6896318873701,-167.57122333976855,79.46895152685083,-168.8154053322307,10.528131067354327,2448.9677864639525,2440.7497507470694
